,Date,Holiday,Country,Alpha-2 code,Alpha-3 code,Numeric code,ISO 3166-2,Year
6115,2019-01-01,novo leto,slovenia,SI,SVN,705,ISO 3166-2:SI,2019
6116,2019-01-02,novo leto,slovenia,SI,SVN,705,ISO 3166-2:SI,2019
6117,2019-02-08,Prešernov dan,slovenia,SI,SVN,705,ISO 3166-2:SI,2019
6118,2019-04-22,Velikonočni ponedeljek,slovenia,SI,SVN,705,ISO 3166-2:SI,2019
6119,2019-04-27,dan upora proti okupatorju,slovenia,SI,SVN,705,ISO 3166-2:SI,2019
6120,2019-05-01,praznik dela,slovenia,SI,SVN,705,ISO 3166-2:SI,2019
6121,2019-05-02,praznik dela,slovenia,SI,SVN,705,ISO 3166-2:SI,2019
6122,2019-06-25,dan državnosti,slovenia,SI,SVN,705,ISO 3166-2:SI,2019
6123,2019-08-15,Marijino vnebovzetje,slovenia,SI,SVN,705,ISO 3166-2:SI,2019
6124,2019-10-31,dan reformacije,slovenia,SI,SVN,705,ISO 3166-2:SI,2019
6125,2019-11-01,dan spomina na mrtve,slovenia,SI,SVN,705,ISO 3166-2:SI,2019
6126,2019-12-25,Božič,slovenia,SI,SVN,705,ISO 3166-2:SI,2019
6127,2019-12-26,dan samostojnosti in enotnosti,slovenia,SI,SVN,705,ISO 3166-2:SI,2019
6128,2020-01-01,novo leto,slovenia,SI,SVN,705,ISO 3166-2:SI,2020
6129,2020-01-02,novo leto,slovenia,SI,SVN,705,ISO 3166-2:SI,2020
6130,2020-02-08,Prešernov dan,slovenia,SI,SVN,705,ISO 3166-2:SI,2020
6131,2020-04-13,Velikonočni ponedeljek,slovenia,SI,SVN,705,ISO 3166-2:SI,2020
6132,2020-04-27,dan upora proti okupatorju,slovenia,SI,SVN,705,ISO 3166-2:SI,2020
6133,2020-05-01,praznik dela,slovenia,SI,SVN,705,ISO 3166-2:SI,2020
6134,2020-05-02,praznik dela,slovenia,SI,SVN,705,ISO 3166-2:SI,2020
6135,2020-06-25,dan državnosti,slovenia,SI,SVN,705,ISO 3166-2:SI,2020
6136,2020-08-15,Marijino vnebovzetje,slovenia,SI,SVN,705,ISO 3166-2:SI,2020
6137,2020-10-31,dan reformacije,slovenia,SI,SVN,705,ISO 3166-2:SI,2020
6138,2020-11-01,dan spomina na mrtve,slovenia,SI,SVN,705,ISO 3166-2:SI,2020
6139,2020-12-25,Božič,slovenia,SI,SVN,705,ISO 3166-2:SI,2020
6140,2020-12-26,dan samostojnosti in enotnosti,slovenia,SI,SVN,705,ISO 3166-2:SI,2020
6141,2021-01-01,novo leto,slovenia,SI,SVN,705,ISO 3166-2:SI,2021
6142,2021-01-02,novo leto,slovenia,SI,SVN,705,ISO 3166-2:SI,2021
6143,2021-02-08,Prešernov dan,slovenia,SI,SVN,705,ISO 3166-2:SI,2021
6144,2021-04-05,Velikonočni ponedeljek,slovenia,SI,SVN,705,ISO 3166-2:SI,2021
6145,2021-04-27,dan upora proti okupatorju,slovenia,SI,SVN,705,ISO 3166-2:SI,2021
6146,2021-05-01,praznik dela,slovenia,SI,SVN,705,ISO 3166-2:SI,2021
6147,2021-05-02,praznik dela,slovenia,SI,SVN,705,ISO 3166-2:SI,2021
6148,2021-06-25,dan državnosti,slovenia,SI,SVN,705,ISO 3166-2:SI,2021
6149,2021-08-15,Marijino vnebovzetje,slovenia,SI,SVN,705,ISO 3166-2:SI,2021
6150,2021-10-31,dan reformacije,slovenia,SI,SVN,705,ISO 3166-2:SI,2021
6151,2021-11-01,dan spomina na mrtve,slovenia,SI,SVN,705,ISO 3166-2:SI,2021
6152,2021-12-25,Božič,slovenia,SI,SVN,705,ISO 3166-2:SI,2021
6153,2021-12-26,dan samostojnosti in enotnosti,slovenia,SI,SVN,705,ISO 3166-2:SI,2021
6154,2022-01-01,novo leto,slovenia,SI,SVN,705,ISO 3166-2:SI,2022
6155,2022-01-02,novo leto,slovenia,SI,SVN,705,ISO 3166-2:SI,2022
6156,2022-02-08,Prešernov dan,slovenia,SI,SVN,705,ISO 3166-2:SI,2022
6157,2022-04-18,Velikonočni ponedeljek,slovenia,SI,SVN,705,ISO 3166-2:SI,2022
6158,2022-04-27,dan upora proti okupatorju,slovenia,SI,SVN,705,ISO 3166-2:SI,2022
6159,2022-05-01,praznik dela,slovenia,SI,SVN,705,ISO 3166-2:SI,2022
6160,2022-05-02,praznik dela,slovenia,SI,SVN,705,ISO 3166-2:SI,2022
6161,2022-06-25,dan državnosti,slovenia,SI,SVN,705,ISO 3166-2:SI,2022
6162,2022-08-15,Marijino vnebovzetje,slovenia,SI,SVN,705,ISO 3166-2:SI,2022
6163,2022-10-31,dan reformacije,slovenia,SI,SVN,705,ISO 3166-2:SI,2022
6164,2022-11-01,dan spomina na mrtve,slovenia,SI,SVN,705,ISO 3166-2:SI,2022
6165,2022-12-25,Božič,slovenia,SI,SVN,705,ISO 3166-2:SI,2022
6166,2022-12-26,dan samostojnosti in enotnosti,slovenia,SI,SVN,705,ISO 3166-2:SI,2022
6179,2016-03-27,"Påskdagen, Söndag",sweden,SE,SWE,752,ISO 3166-2:SE,2016
6184,2016-05-01,"Första maj, Söndag",sweden,SE,SWE,752,ISO 3166-2:SE,2016
6186,2016-05-15,"Pingstdagen, Söndag",sweden,SE,SWE,752,ISO 3166-2:SE,2016
6218,2016-12-25,"Juldagen, Söndag",sweden,SE,SWE,752,ISO 3166-2:SE,2016
6219,2016-01-01,Nyårsdagen,sweden,SE,SWE,752,ISO 3166-2:SE,2016
6220,2016-01-06,Trettondedag jul,sweden,SE,SWE,752,ISO 3166-2:SE,2016
6221,2016-06-06,Sveriges nationaldag,sweden,SE,SWE,752,ISO 3166-2:SE,2016
6222,2016-12-24,Julafton,sweden,SE,SWE,752,ISO 3166-2:SE,2016
6223,2016-12-26,Annandag jul,sweden,SE,SWE,752,ISO 3166-2:SE,2016
6224,2016-12-31,Nyårsafton,sweden,SE,SWE,752,ISO 3166-2:SE,2016
6225,2016-03-25,Långfredagen,sweden,SE,SWE,752,ISO 3166-2:SE,2016
6226,2016-03-28,Annandag påsk,sweden,SE,SWE,752,ISO 3166-2:SE,2016
6227,2016-05-05,Kristi himmelsfärdsdag,sweden,SE,SWE,752,ISO 3166-2:SE,2016
6228,2016-06-24,Midsommarafton,sweden,SE,SWE,752,ISO 3166-2:SE,2016
6229,2016-06-25,Midsommardagen,sweden,SE,SWE,752,ISO 3166-2:SE,2016
6230,2016-11-05,Alla helgons dag,sweden,SE,SWE,752,ISO 3166-2:SE,2016
6231,2017-01-01,"Nyårsdagen, Söndag",sweden,SE,SWE,752,ISO 3166-2:SE,2017
6246,2017-04-16,"Påskdagen, Söndag",sweden,SE,SWE,752,ISO 3166-2:SE,2017
6253,2017-06-04,"Pingstdagen, Söndag",sweden,SE,SWE,752,ISO 3166-2:SE,2017
6282,2017-12-24,"Julafton, Söndag",sweden,SE,SWE,752,ISO 3166-2:SE,2017
6283,2017-12-31,"Nyårsafton, Söndag",sweden,SE,SWE,752,ISO 3166-2:SE,2017
6284,2017-01-06,Trettondedag jul,sweden,SE,SWE,752,ISO 3166-2:SE,2017
6285,2017-05-01,Första maj,sweden,SE,SWE,752,ISO 3166-2:SE,2017
6286,2017-06-06,Sveriges nationaldag,sweden,SE,SWE,752,ISO 3166-2:SE,2017
6287,2017-12-25,Juldagen,sweden,SE,SWE,752,ISO 3166-2:SE,2017
6288,2017-12-26,Annandag jul,sweden,SE,SWE,752,ISO 3166-2:SE,2017
6289,2017-04-14,Långfredagen,sweden,SE,SWE,752,ISO 3166-2:SE,2017
6290,2017-04-17,Annandag påsk,sweden,SE,SWE,752,ISO 3166-2:SE,2017
6291,2017-05-25,Kristi himmelsfärdsdag,sweden,SE,SWE,752,ISO 3166-2:SE,2017
6292,2017-06-23,Midsommarafton,sweden,SE,SWE,752,ISO 3166-2:SE,2017
6293,2017-06-24,Midsommardagen,sweden,SE,SWE,752,ISO 3166-2:SE,2017
6294,2017-11-04,Alla helgons dag,sweden,SE,SWE,752,ISO 3166-2:SE,2017
6307,2018-04-01,"Påskdagen, Söndag",sweden,SE,SWE,752,ISO 3166-2:SE,2018
6314,2018-05-20,"Pingstdagen, Söndag",sweden,SE,SWE,752,ISO 3166-2:SE,2018
6347,2018-01-01,Nyårsdagen,sweden,SE,SWE,752,ISO 3166-2:SE,2018
6348,2018-01-06,Trettondedag jul,sweden,SE,SWE,752,ISO 3166-2:SE,2018
6349,2018-05-01,Första maj,sweden,SE,SWE,752,ISO 3166-2:SE,2018
6350,2018-06-06,Sveriges nationaldag,sweden,SE,SWE,752,ISO 3166-2:SE,2018
6351,2018-12-24,Julafton,sweden,SE,SWE,752,ISO 3166-2:SE,2018
6352,2018-12-25,Juldagen,sweden,SE,SWE,752,ISO 3166-2:SE,2018
6353,2018-12-26,Annandag jul,sweden,SE,SWE,752,ISO 3166-2:SE,2018
6354,2018-12-31,Nyårsafton,sweden,SE,SWE,752,ISO 3166-2:SE,2018
6355,2018-03-30,Långfredagen,sweden,SE,SWE,752,ISO 3166-2:SE,2018
6356,2018-04-02,Annandag påsk,sweden,SE,SWE,752,ISO 3166-2:SE,2018
6357,2018-05-10,Kristi himmelsfärdsdag,sweden,SE,SWE,752,ISO 3166-2:SE,2018
6358,2018-06-22,Midsommarafton,sweden,SE,SWE,752,ISO 3166-2:SE,2018
6359,2018-06-23,Midsommardagen,sweden,SE,SWE,752,ISO 3166-2:SE,2018
6360,2018-11-03,Alla helgons dag,sweden,SE,SWE,752,ISO 3166-2:SE,2018
6361,2019-01-06,"Trettondedag jul, Söndag",sweden,SE,SWE,752,ISO 3166-2:SE,2019
6376,2019-04-21,"Påskdagen, Söndag",sweden,SE,SWE,752,ISO 3166-2:SE,2019
6383,2019-06-09,"Pingstdagen, Söndag",sweden,SE,SWE,752,ISO 3166-2:SE,2019
6413,2019-01-01,Nyårsdagen,sweden,SE,SWE,752,ISO 3166-2:SE,2019
6414,2019-05-01,Första maj,sweden,SE,SWE,752,ISO 3166-2:SE,2019
6415,2019-06-06,Sveriges nationaldag,sweden,SE,SWE,752,ISO 3166-2:SE,2019
6416,2019-12-24,Julafton,sweden,SE,SWE,752,ISO 3166-2:SE,2019
6417,2019-12-25,Juldagen,sweden,SE,SWE,752,ISO 3166-2:SE,2019
6418,2019-12-26,Annandag jul,sweden,SE,SWE,752,ISO 3166-2:SE,2019
6419,2019-12-31,Nyårsafton,sweden,SE,SWE,752,ISO 3166-2:SE,2019
6420,2019-04-19,Långfredagen,sweden,SE,SWE,752,ISO 3166-2:SE,2019
6421,2019-04-22,Annandag påsk,sweden,SE,SWE,752,ISO 3166-2:SE,2019
6422,2019-05-30,Kristi himmelsfärdsdag,sweden,SE,SWE,752,ISO 3166-2:SE,2019
6423,2019-06-21,Midsommarafton,sweden,SE,SWE,752,ISO 3166-2:SE,2019
6424,2019-06-22,Midsommardagen,sweden,SE,SWE,752,ISO 3166-2:SE,2019
6425,2019-11-02,Alla helgons dag,sweden,SE,SWE,752,ISO 3166-2:SE,2019
6440,2020-04-12,"Påskdagen, Söndag",sweden,SE,SWE,752,ISO 3166-2:SE,2020
6447,2020-05-31,"Pingstdagen, Söndag",sweden,SE,SWE,752,ISO 3166-2:SE,2020
6478,2020-01-01,Nyårsdagen,sweden,SE,SWE,752,ISO 3166-2:SE,2020
6479,2020-01-06,Trettondedag jul,sweden,SE,SWE,752,ISO 3166-2:SE,2020
6480,2020-05-01,Första maj,sweden,SE,SWE,752,ISO 3166-2:SE,2020
6481,2020-06-06,Sveriges nationaldag,sweden,SE,SWE,752,ISO 3166-2:SE,2020
6482,2020-12-24,Julafton,sweden,SE,SWE,752,ISO 3166-2:SE,2020
6483,2020-12-25,Juldagen,sweden,SE,SWE,752,ISO 3166-2:SE,2020
6484,2020-12-26,Annandag jul,sweden,SE,SWE,752,ISO 3166-2:SE,2020
6485,2020-12-31,Nyårsafton,sweden,SE,SWE,752,ISO 3166-2:SE,2020
6486,2020-04-10,Långfredagen,sweden,SE,SWE,752,ISO 3166-2:SE,2020
6487,2020-04-13,Annandag påsk,sweden,SE,SWE,752,ISO 3166-2:SE,2020
6488,2020-05-21,Kristi himmelsfärdsdag,sweden,SE,SWE,752,ISO 3166-2:SE,2020
6489,2020-06-19,Midsommarafton,sweden,SE,SWE,752,ISO 3166-2:SE,2020
6490,2020-06-20,Midsommardagen,sweden,SE,SWE,752,ISO 3166-2:SE,2020
6491,2020-10-31,Alla helgons dag,sweden,SE,SWE,752,ISO 3166-2:SE,2020
6505,2021-04-04,"Påskdagen, Söndag",sweden,SE,SWE,752,ISO 3166-2:SE,2021
6512,2021-05-23,"Pingstdagen, Söndag",sweden,SE,SWE,752,ISO 3166-2:SE,2021
6514,2021-06-06,"Sveriges nationaldag, Söndag",sweden,SE,SWE,752,ISO 3166-2:SE,2021
6543,2021-12-26,"Annandag jul, Söndag",sweden,SE,SWE,752,ISO 3166-2:SE,2021
6544,2021-01-01,Nyårsdagen,sweden,SE,SWE,752,ISO 3166-2:SE,2021
6545,2021-01-06,Trettondedag jul,sweden,SE,SWE,752,ISO 3166-2:SE,2021
6546,2021-05-01,Första maj,sweden,SE,SWE,752,ISO 3166-2:SE,2021
6547,2021-12-24,Julafton,sweden,SE,SWE,752,ISO 3166-2:SE,2021
6548,2021-12-25,Juldagen,sweden,SE,SWE,752,ISO 3166-2:SE,2021
6549,2021-12-31,Nyårsafton,sweden,SE,SWE,752,ISO 3166-2:SE,2021
6550,2021-04-02,Långfredagen,sweden,SE,SWE,752,ISO 3166-2:SE,2021
6551,2021-04-05,Annandag påsk,sweden,SE,SWE,752,ISO 3166-2:SE,2021
6552,2021-05-13,Kristi himmelsfärdsdag,sweden,SE,SWE,752,ISO 3166-2:SE,2021
6553,2021-06-25,Midsommarafton,sweden,SE,SWE,752,ISO 3166-2:SE,2021
6554,2021-06-26,Midsommardagen,sweden,SE,SWE,752,ISO 3166-2:SE,2021
6555,2021-11-06,Alla helgons dag,sweden,SE,SWE,752,ISO 3166-2:SE,2021
6571,2022-04-17,"Påskdagen, Söndag",sweden,SE,SWE,752,ISO 3166-2:SE,2022
6573,2022-05-01,"Första maj, Söndag",sweden,SE,SWE,752,ISO 3166-2:SE,2022
6578,2022-06-05,"Pingstdagen, Söndag",sweden,SE,SWE,752,ISO 3166-2:SE,2022
6607,2022-12-25,"Juldagen, Söndag",sweden,SE,SWE,752,ISO 3166-2:SE,2022
6608,2022-01-01,Nyårsdagen,sweden,SE,SWE,752,ISO 3166-2:SE,2022
6609,2022-01-06,Trettondedag jul,sweden,SE,SWE,752,ISO 3166-2:SE,2022
6610,2022-06-06,Sveriges nationaldag,sweden,SE,SWE,752,ISO 3166-2:SE,2022
6611,2022-12-24,Julafton,sweden,SE,SWE,752,ISO 3166-2:SE,2022
6612,2022-12-26,Annandag jul,sweden,SE,SWE,752,ISO 3166-2:SE,2022
6613,2022-12-31,Nyårsafton,sweden,SE,SWE,752,ISO 3166-2:SE,2022
6614,2022-04-15,Långfredagen,sweden,SE,SWE,752,ISO 3166-2:SE,2022
6615,2022-04-18,Annandag påsk,sweden,SE,SWE,752,ISO 3166-2:SE,2022
6616,2022-05-26,Kristi himmelsfärdsdag,sweden,SE,SWE,752,ISO 3166-2:SE,2022
6617,2022-06-24,Midsommarafton,sweden,SE,SWE,752,ISO 3166-2:SE,2022
6618,2022-06-25,Midsommardagen,sweden,SE,SWE,752,ISO 3166-2:SE,2022
6619,2022-11-05,Alla helgons dag,sweden,SE,SWE,752,ISO 3166-2:SE,2022
6620,2016-01-01,New Year's Day,turkey,TR,TUR,792,ISO 3166-2:TR,2016
6621,2016-04-23,National Sovereignty and Children's Day,turkey,TR,TUR,792,ISO 3166-2:TR,2016
6622,2016-05-01,Labour Day,turkey,TR,TUR,792,ISO 3166-2:TR,2016
6623,2016-05-19,"Commemoration of Ataturk, Youth and Sports Day",turkey,TR,TUR,792,ISO 3166-2:TR,2016
6624,2016-08-30,Victory Day,turkey,TR,TUR,792,ISO 3166-2:TR,2016
6625,2016-10-29,Republic Day,turkey,TR,TUR,792,ISO 3166-2:TR,2016
6626,2016-07-06,Ramadan Feast,turkey,TR,TUR,792,ISO 3166-2:TR,2016
6627,2016-07-07,Ramadan Feast Holiday,turkey,TR,TUR,792,ISO 3166-2:TR,2016
6628,2016-07-08,Ramadan Feast Holiday,turkey,TR,TUR,792,ISO 3166-2:TR,2016
6629,2016-09-11,Sacrifice Feast,turkey,TR,TUR,792,ISO 3166-2:TR,2016
6630,2016-09-12,Sacrifice Feast Holiday,turkey,TR,TUR,792,ISO 3166-2:TR,2016
6631,2016-09-13,Sacrifice Feast Holiday,turkey,TR,TUR,792,ISO 3166-2:TR,2016
6632,2016-09-14,Sacrifice Feast Holiday,turkey,TR,TUR,792,ISO 3166-2:TR,2016
6633,2017-01-01,New Year's Day,turkey,TR,TUR,792,ISO 3166-2:TR,2017
6634,2017-04-23,National Sovereignty and Children's Day,turkey,TR,TUR,792,ISO 3166-2:TR,2017
6635,2017-05-01,Labour Day,turkey,TR,TUR,792,ISO 3166-2:TR,2017
6636,2017-05-19,"Commemoration of Ataturk, Youth and Sports Day",turkey,TR,TUR,792,ISO 3166-2:TR,2017
6637,2017-07-15,Democracy and National Unity Day,turkey,TR,TUR,792,ISO 3166-2:TR,2017
6638,2017-08-30,Victory Day,turkey,TR,TUR,792,ISO 3166-2:TR,2017
6639,2017-10-29,Republic Day,turkey,TR,TUR,792,ISO 3166-2:TR,2017
6640,2017-06-25,Ramadan Feast,turkey,TR,TUR,792,ISO 3166-2:TR,2017
6641,2017-06-26,Ramadan Feast Holiday,turkey,TR,TUR,792,ISO 3166-2:TR,2017
6642,2017-06-27,Ramadan Feast Holiday,turkey,TR,TUR,792,ISO 3166-2:TR,2017
6643,2017-09-01,Sacrifice Feast,turkey,TR,TUR,792,ISO 3166-2:TR,2017
6644,2017-09-02,Sacrifice Feast Holiday,turkey,TR,TUR,792,ISO 3166-2:TR,2017
6645,2017-09-03,Sacrifice Feast Holiday,turkey,TR,TUR,792,ISO 3166-2:TR,2017
6646,2017-09-04,Sacrifice Feast Holiday,turkey,TR,TUR,792,ISO 3166-2:TR,2017
6647,2018-01-01,New Year's Day,turkey,TR,TUR,792,ISO 3166-2:TR,2018
6648,2018-04-23,National Sovereignty and Children's Day,turkey,TR,TUR,792,ISO 3166-2:TR,2018
6649,2018-05-01,Labour Day,turkey,TR,TUR,792,ISO 3166-2:TR,2018
6650,2018-05-19,"Commemoration of Ataturk, Youth and Sports Day",turkey,TR,TUR,792,ISO 3166-2:TR,2018
6651,2018-07-15,Democracy and National Unity Day,turkey,TR,TUR,792,ISO 3166-2:TR,2018
6652,2018-08-30,Victory Day,turkey,TR,TUR,792,ISO 3166-2:TR,2018
6653,2018-10-29,Republic Day,turkey,TR,TUR,792,ISO 3166-2:TR,2018
6654,2018-06-15,Ramadan Feast,turkey,TR,TUR,792,ISO 3166-2:TR,2018
6655,2018-06-16,Ramadan Feast Holiday,turkey,TR,TUR,792,ISO 3166-2:TR,2018
6656,2018-06-17,Ramadan Feast Holiday,turkey,TR,TUR,792,ISO 3166-2:TR,2018
6657,2018-08-21,Sacrifice Feast,turkey,TR,TUR,792,ISO 3166-2:TR,2018
6658,2018-08-22,Sacrifice Feast Holiday,turkey,TR,TUR,792,ISO 3166-2:TR,2018
6659,2018-08-23,Sacrifice Feast Holiday,turkey,TR,TUR,792,ISO 3166-2:TR,2018
6660,2018-08-24,Sacrifice Feast Holiday,turkey,TR,TUR,792,ISO 3166-2:TR,2018
6661,2019-01-01,New Year's Day,turkey,TR,TUR,792,ISO 3166-2:TR,2019
6662,2019-04-23,National Sovereignty and Children's Day,turkey,TR,TUR,792,ISO 3166-2:TR,2019
6663,2019-05-01,Labour Day,turkey,TR,TUR,792,ISO 3166-2:TR,2019
6664,2019-05-19,"Commemoration of Ataturk, Youth and Sports Day",turkey,TR,TUR,792,ISO 3166-2:TR,2019
6665,2019-07-15,Democracy and National Unity Day,turkey,TR,TUR,792,ISO 3166-2:TR,2019
6666,2019-08-30,Victory Day,turkey,TR,TUR,792,ISO 3166-2:TR,2019
6667,2019-10-29,Republic Day,turkey,TR,TUR,792,ISO 3166-2:TR,2019
6668,2019-06-04,Ramadan Feast,turkey,TR,TUR,792,ISO 3166-2:TR,2019
6669,2019-06-05,Ramadan Feast Holiday,turkey,TR,TUR,792,ISO 3166-2:TR,2019
6670,2019-06-06,Ramadan Feast Holiday,turkey,TR,TUR,792,ISO 3166-2:TR,2019
6671,2019-08-11,Sacrifice Feast,turkey,TR,TUR,792,ISO 3166-2:TR,2019
6672,2019-08-12,Sacrifice Feast Holiday,turkey,TR,TUR,792,ISO 3166-2:TR,2019
6673,2019-08-13,Sacrifice Feast Holiday,turkey,TR,TUR,792,ISO 3166-2:TR,2019
6674,2019-08-14,Sacrifice Feast Holiday,turkey,TR,TUR,792,ISO 3166-2:TR,2019
6675,2020-01-01,New Year's Day,turkey,TR,TUR,792,ISO 3166-2:TR,2020
6676,2020-04-23,National Sovereignty and Children's Day,turkey,TR,TUR,792,ISO 3166-2:TR,2020
6677,2020-05-01,Labour Day,turkey,TR,TUR,792,ISO 3166-2:TR,2020
6678,2020-05-19,"Commemoration of Ataturk, Youth and Sports Day",turkey,TR,TUR,792,ISO 3166-2:TR,2020
6679,2020-07-15,Democracy and National Unity Day,turkey,TR,TUR,792,ISO 3166-2:TR,2020
6680,2020-08-30,Victory Day,turkey,TR,TUR,792,ISO 3166-2:TR,2020
6681,2020-10-29,Republic Day,turkey,TR,TUR,792,ISO 3166-2:TR,2020
6682,2020-05-24,Ramadan Feast,turkey,TR,TUR,792,ISO 3166-2:TR,2020
6683,2020-05-25,Ramadan Feast Holiday,turkey,TR,TUR,792,ISO 3166-2:TR,2020
6684,2020-05-26,Ramadan Feast Holiday,turkey,TR,TUR,792,ISO 3166-2:TR,2020
6685,2020-07-31,Sacrifice Feast,turkey,TR,TUR,792,ISO 3166-2:TR,2020
6686,2020-08-01,Sacrifice Feast Holiday,turkey,TR,TUR,792,ISO 3166-2:TR,2020
6687,2020-08-02,Sacrifice Feast Holiday,turkey,TR,TUR,792,ISO 3166-2:TR,2020
6688,2020-08-03,Sacrifice Feast Holiday,turkey,TR,TUR,792,ISO 3166-2:TR,2020
6689,2021-01-01,New Year's Day,turkey,TR,TUR,792,ISO 3166-2:TR,2021
6690,2021-04-23,National Sovereignty and Children's Day,turkey,TR,TUR,792,ISO 3166-2:TR,2021
6691,2021-05-01,Labour Day,turkey,TR,TUR,792,ISO 3166-2:TR,2021
6692,2021-05-19,"Commemoration of Ataturk, Youth and Sports Day",turkey,TR,TUR,792,ISO 3166-2:TR,2021
6693,2021-07-15,Democracy and National Unity Day,turkey,TR,TUR,792,ISO 3166-2:TR,2021
6694,2021-08-30,Victory Day,turkey,TR,TUR,792,ISO 3166-2:TR,2021
6695,2021-10-29,Republic Day,turkey,TR,TUR,792,ISO 3166-2:TR,2021
6696,2021-05-13,Ramadan Feast,turkey,TR,TUR,792,ISO 3166-2:TR,2021
6697,2021-05-14,Ramadan Feast Holiday,turkey,TR,TUR,792,ISO 3166-2:TR,2021
6698,2021-05-15,Ramadan Feast Holiday,turkey,TR,TUR,792,ISO 3166-2:TR,2021
6699,2021-07-20,Sacrifice Feast,turkey,TR,TUR,792,ISO 3166-2:TR,2021
6700,2021-07-21,Sacrifice Feast Holiday,turkey,TR,TUR,792,ISO 3166-2:TR,2021
6701,2021-07-22,Sacrifice Feast Holiday,turkey,TR,TUR,792,ISO 3166-2:TR,2021
6702,2021-07-23,Sacrifice Feast Holiday,turkey,TR,TUR,792,ISO 3166-2:TR,2021
6703,2022-01-01,New Year's Day,turkey,TR,TUR,792,ISO 3166-2:TR,2022
6704,2022-04-23,National Sovereignty and Children's Day,turkey,TR,TUR,792,ISO 3166-2:TR,2022
6705,2022-05-01,Labour Day,turkey,TR,TUR,792,ISO 3166-2:TR,2022
6706,2022-05-19,"Commemoration of Ataturk, Youth and Sports Day",turkey,TR,TUR,792,ISO 3166-2:TR,2022
6707,2022-07-15,Democracy and National Unity Day,turkey,TR,TUR,792,ISO 3166-2:TR,2022
6708,2022-08-30,Victory Day,turkey,TR,TUR,792,ISO 3166-2:TR,2022
6709,2022-10-29,Republic Day,turkey,TR,TUR,792,ISO 3166-2:TR,2022
6710,2022-05-02,Ramadan Feast,turkey,TR,TUR,792,ISO 3166-2:TR,2022
6711,2022-05-03,Ramadan Feast Holiday,turkey,TR,TUR,792,ISO 3166-2:TR,2022
6712,2022-05-04,Ramadan Feast Holiday,turkey,TR,TUR,792,ISO 3166-2:TR,2022
6713,2022-07-09,Sacrifice Feast,turkey,TR,TUR,792,ISO 3166-2:TR,2022
6714,2022-07-10,Sacrifice Feast Holiday,turkey,TR,TUR,792,ISO 3166-2:TR,2022
6715,2022-07-11,Sacrifice Feast Holiday,turkey,TR,TUR,792,ISO 3166-2:TR,2022
6716,2022-07-12,Sacrifice Feast Holiday,turkey,TR,TUR,792,ISO 3166-2:TR,2022
6717,2016-01-01,Новий рік,ukraine,UA,UKR,804,ISO 3166-2:UA,2016
6718,2016-01-07,Різдво Христове (православне),ukraine,UA,UKR,804,ISO 3166-2:UA,2016
6719,2016-03-08,Міжнародний жіночий день,ukraine,UA,UKR,804,ISO 3166-2:UA,2016
6720,2016-05-01,"День міжнародної солідарності трудящих, Пасха (Великдень)",ukraine,UA,UKR,804,ISO 3166-2:UA,2016
6721,2016-06-19,Трійця,ukraine,UA,UKR,804,ISO 3166-2:UA,2016
6722,2016-05-02,День міжнародної солідарності трудящих,ukraine,UA,UKR,804,ISO 3166-2:UA,2016
6723,2016-05-09,День перемоги,ukraine,UA,UKR,804,ISO 3166-2:UA,2016
6724,2016-06-28,День Конституції України,ukraine,UA,UKR,804,ISO 3166-2:UA,2016
6725,2016-08-24,День незалежності України,ukraine,UA,UKR,804,ISO 3166-2:UA,2016
6726,2016-10-14,День захисника України,ukraine,UA,UKR,804,ISO 3166-2:UA,2016
6727,2017-01-01,Новий рік,ukraine,UA,UKR,804,ISO 3166-2:UA,2017
6728,2017-01-07,Різдво Христове (православне),ukraine,UA,UKR,804,ISO 3166-2:UA,2017
6729,2017-03-08,Міжнародний жіночий день,ukraine,UA,UKR,804,ISO 3166-2:UA,2017
6730,2017-04-16,Пасха (Великдень),ukraine,UA,UKR,804,ISO 3166-2:UA,2017
6731,2017-06-04,Трійця,ukraine,UA,UKR,804,ISO 3166-2:UA,2017
6732,2017-05-01,День міжнародної солідарності трудящих,ukraine,UA,UKR,804,ISO 3166-2:UA,2017
6733,2017-05-02,День міжнародної солідарності трудящих,ukraine,UA,UKR,804,ISO 3166-2:UA,2017
6734,2017-05-09,День перемоги,ukraine,UA,UKR,804,ISO 3166-2:UA,2017
6735,2017-06-28,День Конституції України,ukraine,UA,UKR,804,ISO 3166-2:UA,2017
6736,2017-08-24,День незалежності України,ukraine,UA,UKR,804,ISO 3166-2:UA,2017
6737,2017-10-14,День захисника України,ukraine,UA,UKR,804,ISO 3166-2:UA,2017
6738,2017-12-25,Різдво Христове (католицьке),ukraine,UA,UKR,804,ISO 3166-2:UA,2017
6739,2018-01-01,Новий рік,ukraine,UA,UKR,804,ISO 3166-2:UA,2018
6740,2018-01-07,Різдво Христове (православне),ukraine,UA,UKR,804,ISO 3166-2:UA,2018
6741,2018-03-08,Міжнародний жіночий день,ukraine,UA,UKR,804,ISO 3166-2:UA,2018
6742,2018-04-08,Пасха (Великдень),ukraine,UA,UKR,804,ISO 3166-2:UA,2018
6743,2018-05-27,Трійця,ukraine,UA,UKR,804,ISO 3166-2:UA,2018
6744,2018-05-01,День праці,ukraine,UA,UKR,804,ISO 3166-2:UA,2018
