,Date,Holiday,Country,Alpha-2 code,Alpha-3 code,Numeric code,ISO 3166-2
4836,2019-05-26,Søndag,norway,NO,NOR,578,ISO 3166-2:NO
4837,2019-06-02,Søndag,norway,NO,NOR,578,ISO 3166-2:NO
4838,2019-06-09,"Første pinsedag, Søndag",norway,NO,NOR,578,ISO 3166-2:NO
4839,2019-06-16,Søndag,norway,NO,NOR,578,ISO 3166-2:NO
4840,2019-06-23,Søndag,norway,NO,NOR,578,ISO 3166-2:NO
4841,2019-06-30,Søndag,norway,NO,NOR,578,ISO 3166-2:NO
4842,2019-07-07,Søndag,norway,NO,NOR,578,ISO 3166-2:NO
4843,2019-07-14,Søndag,norway,NO,NOR,578,ISO 3166-2:NO
4844,2019-07-21,Søndag,norway,NO,NOR,578,ISO 3166-2:NO
4845,2019-07-28,Søndag,norway,NO,NOR,578,ISO 3166-2:NO
4846,2019-08-04,Søndag,norway,NO,NOR,578,ISO 3166-2:NO
4847,2019-08-11,Søndag,norway,NO,NOR,578,ISO 3166-2:NO
4848,2019-08-18,Søndag,norway,NO,NOR,578,ISO 3166-2:NO
4849,2019-08-25,Søndag,norway,NO,NOR,578,ISO 3166-2:NO
4850,2019-09-01,Søndag,norway,NO,NOR,578,ISO 3166-2:NO
4851,2019-09-08,Søndag,norway,NO,NOR,578,ISO 3166-2:NO
4852,2019-09-15,Søndag,norway,NO,NOR,578,ISO 3166-2:NO
4853,2019-09-22,Søndag,norway,NO,NOR,578,ISO 3166-2:NO
4854,2019-09-29,Søndag,norway,NO,NOR,578,ISO 3166-2:NO
4855,2019-10-06,Søndag,norway,NO,NOR,578,ISO 3166-2:NO
4856,2019-10-13,Søndag,norway,NO,NOR,578,ISO 3166-2:NO
4857,2019-10-20,Søndag,norway,NO,NOR,578,ISO 3166-2:NO
4858,2019-10-27,Søndag,norway,NO,NOR,578,ISO 3166-2:NO
4859,2019-11-03,Søndag,norway,NO,NOR,578,ISO 3166-2:NO
4860,2019-11-10,Søndag,norway,NO,NOR,578,ISO 3166-2:NO
4861,2019-11-17,Søndag,norway,NO,NOR,578,ISO 3166-2:NO
4862,2019-11-24,Søndag,norway,NO,NOR,578,ISO 3166-2:NO
4863,2019-12-01,Søndag,norway,NO,NOR,578,ISO 3166-2:NO
4864,2019-12-08,Søndag,norway,NO,NOR,578,ISO 3166-2:NO
4865,2019-12-15,Søndag,norway,NO,NOR,578,ISO 3166-2:NO
4866,2019-12-22,Søndag,norway,NO,NOR,578,ISO 3166-2:NO
4867,2019-12-29,Søndag,norway,NO,NOR,578,ISO 3166-2:NO
4868,2019-01-01,Første nyttårsdag,norway,NO,NOR,578,ISO 3166-2:NO
4869,2019-05-01,Arbeidernes dag,norway,NO,NOR,578,ISO 3166-2:NO
4870,2019-05-17,Grunnlovsdag,norway,NO,NOR,578,ISO 3166-2:NO
4871,2019-12-25,Første juledag,norway,NO,NOR,578,ISO 3166-2:NO
4872,2019-12-26,Andre juledag,norway,NO,NOR,578,ISO 3166-2:NO
4873,2019-04-18,Skjærtorsdag,norway,NO,NOR,578,ISO 3166-2:NO
4874,2019-04-19,Langfredag,norway,NO,NOR,578,ISO 3166-2:NO
4875,2019-04-22,Andre påskedag,norway,NO,NOR,578,ISO 3166-2:NO
4876,2019-05-30,Kristi himmelfartsdag,norway,NO,NOR,578,ISO 3166-2:NO
4877,2019-06-10,Andre pinsedag,norway,NO,NOR,578,ISO 3166-2:NO
4878,2020-01-05,Søndag,norway,NO,NOR,578,ISO 3166-2:NO
4879,2020-01-12,Søndag,norway,NO,NOR,578,ISO 3166-2:NO
4880,2020-01-19,Søndag,norway,NO,NOR,578,ISO 3166-2:NO
4881,2020-01-26,Søndag,norway,NO,NOR,578,ISO 3166-2:NO
4882,2020-02-02,Søndag,norway,NO,NOR,578,ISO 3166-2:NO
4883,2020-02-09,Søndag,norway,NO,NOR,578,ISO 3166-2:NO
4884,2020-02-16,Søndag,norway,NO,NOR,578,ISO 3166-2:NO
4885,2020-02-23,Søndag,norway,NO,NOR,578,ISO 3166-2:NO
4886,2020-03-01,Søndag,norway,NO,NOR,578,ISO 3166-2:NO
4887,2020-03-08,Søndag,norway,NO,NOR,578,ISO 3166-2:NO
4888,2020-03-15,Søndag,norway,NO,NOR,578,ISO 3166-2:NO
4889,2020-03-22,Søndag,norway,NO,NOR,578,ISO 3166-2:NO
4890,2020-03-29,Søndag,norway,NO,NOR,578,ISO 3166-2:NO
4891,2020-04-05,Søndag,norway,NO,NOR,578,ISO 3166-2:NO
4892,2020-04-12,"Første påskedag, Søndag",norway,NO,NOR,578,ISO 3166-2:NO
4893,2020-04-19,Søndag,norway,NO,NOR,578,ISO 3166-2:NO
4894,2020-04-26,Søndag,norway,NO,NOR,578,ISO 3166-2:NO
4895,2020-05-03,Søndag,norway,NO,NOR,578,ISO 3166-2:NO
4896,2020-05-10,Søndag,norway,NO,NOR,578,ISO 3166-2:NO
4897,2020-05-17,"Grunnlovsdag, Søndag",norway,NO,NOR,578,ISO 3166-2:NO
4898,2020-05-24,Søndag,norway,NO,NOR,578,ISO 3166-2:NO
4899,2020-05-31,"Første pinsedag, Søndag",norway,NO,NOR,578,ISO 3166-2:NO
4900,2020-06-07,Søndag,norway,NO,NOR,578,ISO 3166-2:NO
4901,2020-06-14,Søndag,norway,NO,NOR,578,ISO 3166-2:NO
4902,2020-06-21,Søndag,norway,NO,NOR,578,ISO 3166-2:NO
4903,2020-06-28,Søndag,norway,NO,NOR,578,ISO 3166-2:NO
4904,2020-07-05,Søndag,norway,NO,NOR,578,ISO 3166-2:NO
4905,2020-07-12,Søndag,norway,NO,NOR,578,ISO 3166-2:NO
4906,2020-07-19,Søndag,norway,NO,NOR,578,ISO 3166-2:NO
4907,2020-07-26,Søndag,norway,NO,NOR,578,ISO 3166-2:NO
4908,2020-08-02,Søndag,norway,NO,NOR,578,ISO 3166-2:NO
4909,2020-08-09,Søndag,norway,NO,NOR,578,ISO 3166-2:NO
4910,2020-08-16,Søndag,norway,NO,NOR,578,ISO 3166-2:NO
4911,2020-08-23,Søndag,norway,NO,NOR,578,ISO 3166-2:NO
4912,2020-08-30,Søndag,norway,NO,NOR,578,ISO 3166-2:NO
4913,2020-09-06,Søndag,norway,NO,NOR,578,ISO 3166-2:NO
4914,2020-09-13,Søndag,norway,NO,NOR,578,ISO 3166-2:NO
4915,2020-09-20,Søndag,norway,NO,NOR,578,ISO 3166-2:NO
4916,2020-09-27,Søndag,norway,NO,NOR,578,ISO 3166-2:NO
4917,2020-10-04,Søndag,norway,NO,NOR,578,ISO 3166-2:NO
4918,2020-10-11,Søndag,norway,NO,NOR,578,ISO 3166-2:NO
4919,2020-10-18,Søndag,norway,NO,NOR,578,ISO 3166-2:NO
4920,2020-10-25,Søndag,norway,NO,NOR,578,ISO 3166-2:NO
4921,2020-11-01,Søndag,norway,NO,NOR,578,ISO 3166-2:NO
4922,2020-11-08,Søndag,norway,NO,NOR,578,ISO 3166-2:NO
4923,2020-11-15,Søndag,norway,NO,NOR,578,ISO 3166-2:NO
4924,2020-11-22,Søndag,norway,NO,NOR,578,ISO 3166-2:NO
4925,2020-11-29,Søndag,norway,NO,NOR,578,ISO 3166-2:NO
4926,2020-12-06,Søndag,norway,NO,NOR,578,ISO 3166-2:NO
4927,2020-12-13,Søndag,norway,NO,NOR,578,ISO 3166-2:NO
4928,2020-12-20,Søndag,norway,NO,NOR,578,ISO 3166-2:NO
4929,2020-12-27,Søndag,norway,NO,NOR,578,ISO 3166-2:NO
4930,2020-01-01,Første nyttårsdag,norway,NO,NOR,578,ISO 3166-2:NO
4931,2020-05-01,Arbeidernes dag,norway,NO,NOR,578,ISO 3166-2:NO
4932,2020-12-25,Første juledag,norway,NO,NOR,578,ISO 3166-2:NO
4933,2020-12-26,Andre juledag,norway,NO,NOR,578,ISO 3166-2:NO
4934,2020-04-09,Skjærtorsdag,norway,NO,NOR,578,ISO 3166-2:NO
4935,2020-04-10,Langfredag,norway,NO,NOR,578,ISO 3166-2:NO
4936,2020-04-13,Andre påskedag,norway,NO,NOR,578,ISO 3166-2:NO
4937,2020-05-21,Kristi himmelfartsdag,norway,NO,NOR,578,ISO 3166-2:NO
4938,2020-06-01,Andre pinsedag,norway,NO,NOR,578,ISO 3166-2:NO
4939,2021-01-03,Søndag,norway,NO,NOR,578,ISO 3166-2:NO
4940,2021-01-10,Søndag,norway,NO,NOR,578,ISO 3166-2:NO
4941,2021-01-17,Søndag,norway,NO,NOR,578,ISO 3166-2:NO
4942,2021-01-24,Søndag,norway,NO,NOR,578,ISO 3166-2:NO
4943,2021-01-31,Søndag,norway,NO,NOR,578,ISO 3166-2:NO
4944,2021-02-07,Søndag,norway,NO,NOR,578,ISO 3166-2:NO
4945,2021-02-14,Søndag,norway,NO,NOR,578,ISO 3166-2:NO
4946,2021-02-21,Søndag,norway,NO,NOR,578,ISO 3166-2:NO
4947,2021-02-28,Søndag,norway,NO,NOR,578,ISO 3166-2:NO
4948,2021-03-07,Søndag,norway,NO,NOR,578,ISO 3166-2:NO
4949,2021-03-14,Søndag,norway,NO,NOR,578,ISO 3166-2:NO
4950,2021-03-21,Søndag,norway,NO,NOR,578,ISO 3166-2:NO
4951,2021-03-28,Søndag,norway,NO,NOR,578,ISO 3166-2:NO
4952,2021-04-04,"Første påskedag, Søndag",norway,NO,NOR,578,ISO 3166-2:NO
4953,2021-04-11,Søndag,norway,NO,NOR,578,ISO 3166-2:NO
4954,2021-04-18,Søndag,norway,NO,NOR,578,ISO 3166-2:NO
4955,2021-04-25,Søndag,norway,NO,NOR,578,ISO 3166-2:NO
4956,2021-05-02,Søndag,norway,NO,NOR,578,ISO 3166-2:NO
4957,2021-05-09,Søndag,norway,NO,NOR,578,ISO 3166-2:NO
4958,2021-05-16,Søndag,norway,NO,NOR,578,ISO 3166-2:NO
4959,2021-05-23,"Første pinsedag, Søndag",norway,NO,NOR,578,ISO 3166-2:NO
4960,2021-05-30,Søndag,norway,NO,NOR,578,ISO 3166-2:NO
4961,2021-06-06,Søndag,norway,NO,NOR,578,ISO 3166-2:NO
4962,2021-06-13,Søndag,norway,NO,NOR,578,ISO 3166-2:NO
4963,2021-06-20,Søndag,norway,NO,NOR,578,ISO 3166-2:NO
4964,2021-06-27,Søndag,norway,NO,NOR,578,ISO 3166-2:NO
4965,2021-07-04,Søndag,norway,NO,NOR,578,ISO 3166-2:NO
4966,2021-07-11,Søndag,norway,NO,NOR,578,ISO 3166-2:NO
4967,2021-07-18,Søndag,norway,NO,NOR,578,ISO 3166-2:NO
4968,2021-07-25,Søndag,norway,NO,NOR,578,ISO 3166-2:NO
4969,2021-08-01,Søndag,norway,NO,NOR,578,ISO 3166-2:NO
4970,2021-08-08,Søndag,norway,NO,NOR,578,ISO 3166-2:NO
4971,2021-08-15,Søndag,norway,NO,NOR,578,ISO 3166-2:NO
4972,2021-08-22,Søndag,norway,NO,NOR,578,ISO 3166-2:NO
4973,2021-08-29,Søndag,norway,NO,NOR,578,ISO 3166-2:NO
4974,2021-09-05,Søndag,norway,NO,NOR,578,ISO 3166-2:NO
4975,2021-09-12,Søndag,norway,NO,NOR,578,ISO 3166-2:NO
4976,2021-09-19,Søndag,norway,NO,NOR,578,ISO 3166-2:NO
4977,2021-09-26,Søndag,norway,NO,NOR,578,ISO 3166-2:NO
4978,2021-10-03,Søndag,norway,NO,NOR,578,ISO 3166-2:NO
4979,2021-10-10,Søndag,norway,NO,NOR,578,ISO 3166-2:NO
4980,2021-10-17,Søndag,norway,NO,NOR,578,ISO 3166-2:NO
4981,2021-10-24,Søndag,norway,NO,NOR,578,ISO 3166-2:NO
4982,2021-10-31,Søndag,norway,NO,NOR,578,ISO 3166-2:NO
4983,2021-11-07,Søndag,norway,NO,NOR,578,ISO 3166-2:NO
4984,2021-11-14,Søndag,norway,NO,NOR,578,ISO 3166-2:NO
4985,2021-11-21,Søndag,norway,NO,NOR,578,ISO 3166-2:NO
4986,2021-11-28,Søndag,norway,NO,NOR,578,ISO 3166-2:NO
4987,2021-12-05,Søndag,norway,NO,NOR,578,ISO 3166-2:NO
4988,2021-12-12,Søndag,norway,NO,NOR,578,ISO 3166-2:NO
4989,2021-12-19,Søndag,norway,NO,NOR,578,ISO 3166-2:NO
4990,2021-12-26,"Andre juledag, Søndag",norway,NO,NOR,578,ISO 3166-2:NO
4991,2021-01-01,Første nyttårsdag,norway,NO,NOR,578,ISO 3166-2:NO
4992,2021-05-01,Arbeidernes dag,norway,NO,NOR,578,ISO 3166-2:NO
4993,2021-05-17,Grunnlovsdag,norway,NO,NOR,578,ISO 3166-2:NO
4994,2021-12-25,Første juledag,norway,NO,NOR,578,ISO 3166-2:NO
4995,2021-04-01,Skjærtorsdag,norway,NO,NOR,578,ISO 3166-2:NO
4996,2021-04-02,Langfredag,norway,NO,NOR,578,ISO 3166-2:NO
4997,2021-04-05,Andre påskedag,norway,NO,NOR,578,ISO 3166-2:NO
4998,2021-05-13,Kristi himmelfartsdag,norway,NO,NOR,578,ISO 3166-2:NO
4999,2021-05-24,Andre pinsedag,norway,NO,NOR,578,ISO 3166-2:NO
5000,2022-01-02,Søndag,norway,NO,NOR,578,ISO 3166-2:NO
5001,2022-01-09,Søndag,norway,NO,NOR,578,ISO 3166-2:NO
5002,2022-01-16,Søndag,norway,NO,NOR,578,ISO 3166-2:NO
5003,2022-01-23,Søndag,norway,NO,NOR,578,ISO 3166-2:NO
5004,2022-01-30,Søndag,norway,NO,NOR,578,ISO 3166-2:NO
5005,2022-02-06,Søndag,norway,NO,NOR,578,ISO 3166-2:NO
5006,2022-02-13,Søndag,norway,NO,NOR,578,ISO 3166-2:NO
5007,2022-02-20,Søndag,norway,NO,NOR,578,ISO 3166-2:NO
5008,2022-02-27,Søndag,norway,NO,NOR,578,ISO 3166-2:NO
5009,2022-03-06,Søndag,norway,NO,NOR,578,ISO 3166-2:NO
5010,2022-03-13,Søndag,norway,NO,NOR,578,ISO 3166-2:NO
5011,2022-03-20,Søndag,norway,NO,NOR,578,ISO 3166-2:NO
5012,2022-03-27,Søndag,norway,NO,NOR,578,ISO 3166-2:NO
5013,2022-04-03,Søndag,norway,NO,NOR,578,ISO 3166-2:NO
5014,2022-04-10,Søndag,norway,NO,NOR,578,ISO 3166-2:NO
5015,2022-04-17,"Første påskedag, Søndag",norway,NO,NOR,578,ISO 3166-2:NO
5016,2022-04-24,Søndag,norway,NO,NOR,578,ISO 3166-2:NO
5017,2022-05-01,"Arbeidernes dag, Søndag",norway,NO,NOR,578,ISO 3166-2:NO
5018,2022-05-08,Søndag,norway,NO,NOR,578,ISO 3166-2:NO
5019,2022-05-15,Søndag,norway,NO,NOR,578,ISO 3166-2:NO
5020,2022-05-22,Søndag,norway,NO,NOR,578,ISO 3166-2:NO
5021,2022-05-29,Søndag,norway,NO,NOR,578,ISO 3166-2:NO
5022,2022-06-05,"Første pinsedag, Søndag",norway,NO,NOR,578,ISO 3166-2:NO
5023,2022-06-12,Søndag,norway,NO,NOR,578,ISO 3166-2:NO
5024,2022-06-19,Søndag,norway,NO,NOR,578,ISO 3166-2:NO
5025,2022-06-26,Søndag,norway,NO,NOR,578,ISO 3166-2:NO
5026,2022-07-03,Søndag,norway,NO,NOR,578,ISO 3166-2:NO
5027,2022-07-10,Søndag,norway,NO,NOR,578,ISO 3166-2:NO
5028,2022-07-17,Søndag,norway,NO,NOR,578,ISO 3166-2:NO
5029,2022-07-24,Søndag,norway,NO,NOR,578,ISO 3166-2:NO
5030,2022-07-31,Søndag,norway,NO,NOR,578,ISO 3166-2:NO
5031,2022-08-07,Søndag,norway,NO,NOR,578,ISO 3166-2:NO
5032,2022-08-14,Søndag,norway,NO,NOR,578,ISO 3166-2:NO
5033,2022-08-21,Søndag,norway,NO,NOR,578,ISO 3166-2:NO
5034,2022-08-28,Søndag,norway,NO,NOR,578,ISO 3166-2:NO
5035,2022-09-04,Søndag,norway,NO,NOR,578,ISO 3166-2:NO
5036,2022-09-11,Søndag,norway,NO,NOR,578,ISO 3166-2:NO
5037,2022-09-18,Søndag,norway,NO,NOR,578,ISO 3166-2:NO
5038,2022-09-25,Søndag,norway,NO,NOR,578,ISO 3166-2:NO
5039,2022-10-02,Søndag,norway,NO,NOR,578,ISO 3166-2:NO
5040,2022-10-09,Søndag,norway,NO,NOR,578,ISO 3166-2:NO
5041,2022-10-16,Søndag,norway,NO,NOR,578,ISO 3166-2:NO
5042,2022-10-23,Søndag,norway,NO,NOR,578,ISO 3166-2:NO
5043,2022-10-30,Søndag,norway,NO,NOR,578,ISO 3166-2:NO
5044,2022-11-06,Søndag,norway,NO,NOR,578,ISO 3166-2:NO
5045,2022-11-13,Søndag,norway,NO,NOR,578,ISO 3166-2:NO
5046,2022-11-20,Søndag,norway,NO,NOR,578,ISO 3166-2:NO
5047,2022-11-27,Søndag,norway,NO,NOR,578,ISO 3166-2:NO
5048,2022-12-04,Søndag,norway,NO,NOR,578,ISO 3166-2:NO
5049,2022-12-11,Søndag,norway,NO,NOR,578,ISO 3166-2:NO
5050,2022-12-18,Søndag,norway,NO,NOR,578,ISO 3166-2:NO
5051,2022-12-25,"Første juledag, Søndag",norway,NO,NOR,578,ISO 3166-2:NO
5052,2022-01-01,Første nyttårsdag,norway,NO,NOR,578,ISO 3166-2:NO
5053,2022-05-17,Grunnlovsdag,norway,NO,NOR,578,ISO 3166-2:NO
5054,2022-12-26,Andre juledag,norway,NO,NOR,578,ISO 3166-2:NO
5055,2022-04-14,Skjærtorsdag,norway,NO,NOR,578,ISO 3166-2:NO
5056,2022-04-15,Langfredag,norway,NO,NOR,578,ISO 3166-2:NO
5057,2022-04-18,Andre påskedag,norway,NO,NOR,578,ISO 3166-2:NO
5058,2022-05-26,Kristi himmelfartsdag,norway,NO,NOR,578,ISO 3166-2:NO
5059,2022-06-06,Andre pinsedag,norway,NO,NOR,578,ISO 3166-2:NO
5060,2016-01-01,New Year's Day,new zealand,NZ,NZL,554,ISO 3166-2:NZ
5061,2016-01-02,Day after New Year's Day,new zealand,NZ,NZL,554,ISO 3166-2:NZ
5062,2016-01-04,Day after New Year's Day (Observed),new zealand,NZ,NZL,554,ISO 3166-2:NZ
5063,2016-02-06,Waitangi Day,new zealand,NZ,NZL,554,ISO 3166-2:NZ
5064,2016-02-08,Waitangi Day (Observed),new zealand,NZ,NZL,554,ISO 3166-2:NZ
5065,2016-03-25,Good Friday,new zealand,NZ,NZL,554,ISO 3166-2:NZ
5066,2016-03-28,Easter Monday,new zealand,NZ,NZL,554,ISO 3166-2:NZ
5067,2016-04-25,Anzac Day,new zealand,NZ,NZL,554,ISO 3166-2:NZ
5068,2016-06-06,Queen's Birthday,new zealand,NZ,NZL,554,ISO 3166-2:NZ
5069,2016-10-24,Labour Day,new zealand,NZ,NZL,554,ISO 3166-2:NZ
5070,2016-12-25,Christmas Day,new zealand,NZ,NZL,554,ISO 3166-2:NZ
5071,2016-12-27,Christmas Day (Observed),new zealand,NZ,NZL,554,ISO 3166-2:NZ
5072,2016-12-26,Boxing Day,new zealand,NZ,NZL,554,ISO 3166-2:NZ
5073,2017-01-01,New Year's Day,new zealand,NZ,NZL,554,ISO 3166-2:NZ
5074,2017-01-03,New Year's Day (Observed),new zealand,NZ,NZL,554,ISO 3166-2:NZ
5075,2017-01-02,Day after New Year's Day,new zealand,NZ,NZL,554,ISO 3166-2:NZ
5076,2017-02-06,Waitangi Day,new zealand,NZ,NZL,554,ISO 3166-2:NZ
5077,2017-04-14,Good Friday,new zealand,NZ,NZL,554,ISO 3166-2:NZ
5078,2017-04-17,Easter Monday,new zealand,NZ,NZL,554,ISO 3166-2:NZ
5079,2017-04-25,Anzac Day,new zealand,NZ,NZL,554,ISO 3166-2:NZ
5080,2017-06-05,Queen's Birthday,new zealand,NZ,NZL,554,ISO 3166-2:NZ
5081,2017-10-23,Labour Day,new zealand,NZ,NZL,554,ISO 3166-2:NZ
5082,2017-12-25,Christmas Day,new zealand,NZ,NZL,554,ISO 3166-2:NZ
5083,2017-12-26,Boxing Day,new zealand,NZ,NZL,554,ISO 3166-2:NZ
5084,2018-01-01,New Year's Day,new zealand,NZ,NZL,554,ISO 3166-2:NZ
5085,2018-01-02,Day after New Year's Day,new zealand,NZ,NZL,554,ISO 3166-2:NZ
5086,2018-02-06,Waitangi Day,new zealand,NZ,NZL,554,ISO 3166-2:NZ
5087,2018-03-30,Good Friday,new zealand,NZ,NZL,554,ISO 3166-2:NZ
5088,2018-04-02,Easter Monday,new zealand,NZ,NZL,554,ISO 3166-2:NZ
5089,2018-04-25,Anzac Day,new zealand,NZ,NZL,554,ISO 3166-2:NZ
5090,2018-06-04,Queen's Birthday,new zealand,NZ,NZL,554,ISO 3166-2:NZ
5091,2018-10-22,Labour Day,new zealand,NZ,NZL,554,ISO 3166-2:NZ
5092,2018-12-25,Christmas Day,new zealand,NZ,NZL,554,ISO 3166-2:NZ
5093,2018-12-26,Boxing Day,new zealand,NZ,NZL,554,ISO 3166-2:NZ
5094,2019-01-01,New Year's Day,new zealand,NZ,NZL,554,ISO 3166-2:NZ
5095,2019-01-02,Day after New Year's Day,new zealand,NZ,NZL,554,ISO 3166-2:NZ
5096,2019-02-06,Waitangi Day,new zealand,NZ,NZL,554,ISO 3166-2:NZ
5097,2019-04-19,Good Friday,new zealand,NZ,NZL,554,ISO 3166-2:NZ
5098,2019-04-22,Easter Monday,new zealand,NZ,NZL,554,ISO 3166-2:NZ
5099,2019-04-25,Anzac Day,new zealand,NZ,NZL,554,ISO 3166-2:NZ
5100,2019-06-03,Queen's Birthday,new zealand,NZ,NZL,554,ISO 3166-2:NZ
5101,2019-10-28,Labour Day,new zealand,NZ,NZL,554,ISO 3166-2:NZ
5102,2019-12-25,Christmas Day,new zealand,NZ,NZL,554,ISO 3166-2:NZ
5103,2019-12-26,Boxing Day,new zealand,NZ,NZL,554,ISO 3166-2:NZ
5104,2020-01-01,New Year's Day,new zealand,NZ,NZL,554,ISO 3166-2:NZ
5105,2020-01-02,Day after New Year's Day,new zealand,NZ,NZL,554,ISO 3166-2:NZ
5106,2020-02-06,Waitangi Day,new zealand,NZ,NZL,554,ISO 3166-2:NZ
5107,2020-04-10,Good Friday,new zealand,NZ,NZL,554,ISO 3166-2:NZ
5108,2020-04-13,Easter Monday,new zealand,NZ,NZL,554,ISO 3166-2:NZ
5109,2020-04-25,Anzac Day,new zealand,NZ,NZL,554,ISO 3166-2:NZ
5110,2020-04-27,Anzac Day (Observed),new zealand,NZ,NZL,554,ISO 3166-2:NZ
5111,2020-06-01,Queen's Birthday,new zealand,NZ,NZL,554,ISO 3166-2:NZ
5112,2020-10-26,Labour Day,new zealand,NZ,NZL,554,ISO 3166-2:NZ
5113,2020-12-25,Christmas Day,new zealand,NZ,NZL,554,ISO 3166-2:NZ
5114,2020-12-26,Boxing Day,new zealand,NZ,NZL,554,ISO 3166-2:NZ
5115,2020-12-28,Boxing Day (Observed),new zealand,NZ,NZL,554,ISO 3166-2:NZ
5116,2021-01-01,New Year's Day,new zealand,NZ,NZL,554,ISO 3166-2:NZ
5117,2021-01-02,Day after New Year's Day,new zealand,NZ,NZL,554,ISO 3166-2:NZ
5118,2021-01-04,Day after New Year's Day (Observed),new zealand,NZ,NZL,554,ISO 3166-2:NZ
5119,2021-02-06,Waitangi Day,new zealand,NZ,NZL,554,ISO 3166-2:NZ
5120,2021-02-08,Waitangi Day (Observed),new zealand,NZ,NZL,554,ISO 3166-2:NZ
5121,2021-04-02,Good Friday,new zealand,NZ,NZL,554,ISO 3166-2:NZ
5122,2021-04-05,Easter Monday,new zealand,NZ,NZL,554,ISO 3166-2:NZ
5123,2021-04-25,Anzac Day,new zealand,NZ,NZL,554,ISO 3166-2:NZ
5124,2021-04-26,Anzac Day (Observed),new zealand,NZ,NZL,554,ISO 3166-2:NZ
5125,2021-06-07,Queen's Birthday,new zealand,NZ,NZL,554,ISO 3166-2:NZ
5126,2021-10-25,Labour Day,new zealand,NZ,NZL,554,ISO 3166-2:NZ
5127,2021-12-25,Christmas Day,new zealand,NZ,NZL,554,ISO 3166-2:NZ
5128,2021-12-27,Christmas Day (Observed),new zealand,NZ,NZL,554,ISO 3166-2:NZ
5129,2021-12-26,Boxing Day,new zealand,NZ,NZL,554,ISO 3166-2:NZ
5130,2021-12-28,Boxing Day (Observed),new zealand,NZ,NZL,554,ISO 3166-2:NZ
5131,2022-01-01,New Year's Day,new zealand,NZ,NZL,554,ISO 3166-2:NZ
5132,2022-01-03,New Year's Day (Observed),new zealand,NZ,NZL,554,ISO 3166-2:NZ
5133,2022-01-02,Day after New Year's Day,new zealand,NZ,NZL,554,ISO 3166-2:NZ
5134,2022-01-04,Day after New Year's Day (Observed),new zealand,NZ,NZL,554,ISO 3166-2:NZ
5135,2022-02-06,Waitangi Day,new zealand,NZ,NZL,554,ISO 3166-2:NZ
5136,2022-02-07,Waitangi Day (Observed),new zealand,NZ,NZL,554,ISO 3166-2:NZ
5137,2022-04-15,Good Friday,new zealand,NZ,NZL,554,ISO 3166-2:NZ
5138,2022-04-18,Easter Monday,new zealand,NZ,NZL,554,ISO 3166-2:NZ
5139,2022-04-25,Anzac Day,new zealand,NZ,NZL,554,ISO 3166-2:NZ
5140,2022-06-06,Queen's Birthday,new zealand,NZ,NZL,554,ISO 3166-2:NZ
5141,2022-10-24,Labour Day,new zealand,NZ,NZL,554,ISO 3166-2:NZ
5142,2022-12-25,Christmas Day,new zealand,NZ,NZL,554,ISO 3166-2:NZ
5143,2022-12-27,Christmas Day (Observed),new zealand,NZ,NZL,554,ISO 3166-2:NZ
5144,2022-12-26,Boxing Day,new zealand,NZ,NZL,554,ISO 3166-2:NZ
5145,2016-01-01,Año Nuevo [New Year's Day],peru,PE,PER,604,ISO 3166-2:PE
5146,2016-06-29,San Pedro y San Pablo [Feast of Saints Peter and Paul],peru,PE,PER,604,ISO 3166-2:PE
5147,2016-07-28,Día de la Independencia [Independence Day],peru,PE,PER,604,ISO 3166-2:PE
5148,2016-07-29,Día de las Fuerzas Armadas y la Policía del Perú,peru,PE,PER,604,ISO 3166-2:PE
5149,2016-08-30,Día de Santa Rosa de Lima,peru,PE,PER,604,ISO 3166-2:PE
5150,2016-10-08,Combate Naval de Angamos [Battle of Angamos],peru,PE,PER,604,ISO 3166-2:PE
5151,2016-03-24,Jueves Santo [Maundy Thursday],peru,PE,PER,604,ISO 3166-2:PE
5152,2016-03-25,Viernes Santo [Good Friday],peru,PE,PER,604,ISO 3166-2:PE
5153,2016-03-26,Sábado de Gloria [Holy Saturday],peru,PE,PER,604,ISO 3166-2:PE
5154,2016-03-27,Domingo de Resurrección [Easter Sunday],peru,PE,PER,604,ISO 3166-2:PE
5155,2016-05-01,Día del Trabajo [Labour Day],peru,PE,PER,604,ISO 3166-2:PE
5156,2016-11-01,Día de Todos Los Santos [All Saints Day],peru,PE,PER,604,ISO 3166-2:PE
5157,2016-12-08,Inmaculada Concepción [Immaculate Conception],peru,PE,PER,604,ISO 3166-2:PE
5158,2016-12-25,Navidad [Christmas],peru,PE,PER,604,ISO 3166-2:PE
5159,2017-01-01,Año Nuevo [New Year's Day],peru,PE,PER,604,ISO 3166-2:PE
5160,2017-06-29,San Pedro y San Pablo [Feast of Saints Peter and Paul],peru,PE,PER,604,ISO 3166-2:PE
5161,2017-07-28,Día de la Independencia [Independence Day],peru,PE,PER,604,ISO 3166-2:PE
5162,2017-07-29,Día de las Fuerzas Armadas y la Policía del Perú,peru,PE,PER,604,ISO 3166-2:PE
5163,2017-08-30,Día de Santa Rosa de Lima,peru,PE,PER,604,ISO 3166-2:PE
5164,2017-10-08,Combate Naval de Angamos [Battle of Angamos],peru,PE,PER,604,ISO 3166-2:PE
